image_name,comment-fa
10010052.jpg,یک دختر جوان هنگام اسکیت مشغول صحبت با تلفن همراهش است
10010052.jpg,زنی با تلفن همراه صحبت می کند و اسکیت پوشیده است
1001545525.jpg,دو مرد همزمان از روی نرده می پرند
1001545525.jpg,دو جوان شب هنگام از بالای نرده کنار جاده می پرند
1001545525.jpg,پسران نیمه های شب از روی میله ها می پرند
1001545525.jpg,دو مرد بدون لباس از بالای نرده می پرند
1001545525.jpg,دو نفر با هم از بالای نرده می پرند
1001573224.jpg,پنج رقصنده باله در استودیویی با نور آفتاب پریده اند
1001573224.jpg,رقصندگان باله در یک استودیو با فرم فوق العاده تمرین می کنند
1001573224.jpg,پنج دختر به طور همزمان در یک اتاق تمرین رقص می پرند
1001573224.jpg,پنج دختر در کلاس باله در حال رقص اند
1001573224.jpg,یک کلاس باله متشکل از پنج دختر
1001633352.jpg,سه مرد جوان و یک زن جوان کفش ورزشی پوشیده اند بالای پله های بتونی به هوا می پرند
1001633352.jpg,چهار پسر با لباس غیر معمول از روی پله در فضای باز می پرند و یک دیوار سنگی پشت سر آن ها قرار دارد
1001633352.jpg,چهار مرد که سه تای آن ها کلاه دارند ، از پله ها می پرند
1001633352.jpg,چهار مرد با چهره های هیجان زده از بالای پله ها به پایین می پرند
1001633352.jpg,چهار نفر از بالای پلکان می پرند
1001773457.jpg,یک سگ سیاه و یک سگ سفید با لکه های قهوه ای در خیابان به یکدیگر خیره شده اند
1001773457.jpg,یک سگ سیاه و یک سگ سه رنگ در جاده با یکدیگر بازی می کنند
1001773457.jpg,دو سگ از نژادهای مختلف در جاده به یکدیگر نگاه می کنند
1001773457.jpg,دو سگ در پیاده رو به سمت یکدیگر حرکت می کنند
1001773457.jpg,یک سگ سیاه و یک سگ خالدار با هم دعوا می کنند
1001896054.jpg,مردی با لباس ایمنی و محافظ گوش با تراکتور در جاده رانندگی می کند
1001896054.jpg,تراکتور در یک خیابان است و راننده لباس کار پوشیده است
1001896054.jpg,مردی با لباس سبز و نارنجی نئون در حال رانندگی با تراکتور سبز است
1001896054.jpg,مردی در تراکتور با هدفون که در خیابان آسفالته رانندگی می کند
1001896054.jpg,مردی با تراکتور در جاده رانندگی می کند
100197432.jpg,چند زن جلوی اتوبوسی ایستاده اند و ساختمانهایی در پشت آن قرار دارد
100197432.jpg,چند زن در خیابان های شهری با ساختمان های بلند ایستاده اند
100197432.jpg,گروهی از زنان جلوی اتوبوس ایستاده اند
100197432.jpg,چند زن بیرون از یک شهر منتظر هستند
100197432.jpg,زنان بیرون ایستاده اند
100207720.jpg,زن جوانی با موهای تیره و عینک، با استفاده از الک ، پودر سفید را روی کیک می پاشد
100207720.jpg,خانمی با یک عینک سیاه و سفید ، در حال پاشیدن پودر قند روی یک کیک است
100207720.jpg,زنی عینکی روی کیک پودر قند می پاشد
100207720.jpg,دختری با کت مشکی پودر قند را روی کیک شکلاتی الک می کند
100207720.jpg,یک زن ایستاده یک ظرف را بالای کیک نگه داشته است
1002674143.jpg,یک دختر کوچک در چمن با انگشتان رنگی جلوی یک بوم با تصویر رنگین کمان بازی می کند
1002674143.jpg,دختربچه ای با لباس و دستان رنگی در مقابل رنگین کمان رنگی نشسته است
1002674143.jpg,دختری روبروی نقاشی رنگین کمان نشسته است
1002674143.jpg,یک دختر کوچک مقابل یک رنگین کمان بزرگ رنگی نشسته است
1002674143.jpg,دختر کوچکی در بیرون روی چمن نشسته و نقاشی می کند
1003163366.jpg,مردی که روی نیمکت بیرون خوابیده و یک سگ سفید و سیاه کنار او نشسته است
1003163366.jpg,مردی روی نیمکتی که یک سگ سفید به آن بسته شده است، دراز کشیده است
1003163366.jpg,مردی  روی نیمکت دراز کشیده و سگ روی زمین نشسته است
1003163366.jpg,یک مرد بدون لباس با سگش روی نیمکت پارک دراز کشیده است
1003163366.jpg,مردی روی نیمکت دراز کشیده در حالی که سگش کنار او نشسته است
1003420127.jpg,گروهی از جوانان، در داخل خانه ، روی صندلی هایی که به صورت دایره ای مرتب شده اند نشسته و ساز می نوازند
1003420127.jpg,پنج نوازنده ، یک مرد و چهار زن ، که در یک اتاق نشیمن مشغول تمرین نت موسیقی (با استفاده از فلوت) هستند
1003420127.jpg,عده ای در یک جمع به صورت دایره ای نشسته ، بعضی از آن ها آلات موسیقی در دست دارند
1003420127.jpg,مردم در یک اتاق جمع شدند تا درباره آهنگ های مورد علاقه خود صحبت کنند
1003420127.jpg,پنج نفر با سازها دور یک دایره نشسته اند
1003428081.jpg,دو زن عینکی، کلارینت می زنند و یک زن مسن در حال نواختن ساز زهی است
1003428081.jpg,چهار نوازنده ساز در یک اتاق پرده دار کلارینت و سازهای دیگر می نوازند
1003428081.jpg,چهار زن در یک اتاق نشیمن که سه نفر از آن ها به ساز موسیقی می نوازند
1003428081.jpg,دسته ای از زنان سالخورده هنگام خواندن نت موسیقی ، با هم کلارینت می نوازند
1003428081.jpg,یک گروه چهار نفره در حال اجرای موسیقی با سازهای خود هستند
100444898.jpg,فردی با لباس خاکستری در تاریکی و بر رویپلی در فضای باز به تنهایی استاده است
100444898.jpg,یک سازه بزرگ شکسته شده در یک مسیر قرار دارد
100444898.jpg,مردی با کت خاکستری روی پل شکسته شده ایستاده است
100444898.jpg,یک مرد روی نرده های چوبی ایستاده و آسیب ها را بررسی می کند
100444898.jpg,مردی با کت و شلوار جین روی یک پل ایستاده است
1005216151.jpg,مردی با یک تی شرت سفید به طرف دوربین نگاه می کند و در نزدیکی ایستگاه مترو توسط جمعیت احاطه شده است
1005216151.jpg,جمعیت زیادی از مردم در جلوی ورودی ایستگاه مترو ایستاده اند
1005216151.jpg,گروهی از مردم در خیابان های شهر قدم می زنند
1005216151.jpg,جمعیتی در نزدیکی ایستگاه مترو به تصویر کشیده شده است
1005216151.jpg,جمعیت ایستاده در خارج از منطقه مترو
100652400.jpg,مردی با کلاه کار آبی و جلیقه ایمنی نارنجی پرچمی را در دست دارد و در یک تقاطع ایستاده است
100652400.jpg,مردی که کلاه کار و جلیقه احتیاط پوشیده است در خیابان ایستاده و پرچم نارنجی را تکان می دهد
100652400.jpg,مردی با جلیقه نئون و کلاه پرچمی را در گوشه ای از خیابان نگه داشته است
100652400.jpg,یک کارگر ساختمانی در خیابان ایستاده و پرچمی قرمز در دست دارد
100652400.jpg,مردی که جلیقه نئون پوشیده و کلاه به سر دارد در جاده، پرچمی را نکه داشته است
214168917.jpg,خانمی که روی کاناپه نشسته و در بازوی خود کوک گرفته است
214168917.jpg,زنی با سوتین سفید در حالی که یک زن و مرد مسن تر به او نگاه می کنند و لبخند می زنند ، کودک کوچکی را در آغوش گرفته است
214168917.jpg,مادری و نوزاد تازه متولد شده اش لحظه ای را با پدربزرگ و مادربزرگشان درمیان می گذارند
214168917.jpg,یک خانواده در حال مشاهده خواب نوزاد تازه متولد شده در حالی که راه راه می پوشد
214168917.jpg,وقتی خانواده تازه به دنیا آمده روی دامان مادر می خوابند ، خانواده نگاه می کنند
2141692397.jpg,یک مادر به فرزند تازه متولد شده خود نگاه می کند
2141692397.jpg,فردی با کلاه تیره در حال پریدن روی تیر چراغ خیابان است که با چراغهای تعطیل تزئین شده است
2141692397.jpg,کریسمس است و همچنین برف می بارد و شخصی در حال پریدن از بالای یک تیر است
2141692397.jpg,شخصی با لباس تیره زمستانی ، میله ای را با پس زمینه برفی در آغوش گرفته است
2141692397.jpg,شخصی در حال عکس گرفتن زیر تیر چراغ در برف است
2141713971.jpg,مردی در طول زمستان از تیر چراغ آویزان است
2141713971.jpg,یک زن و یک دختر جوان تر ، هر دو کت آبی و کلاه های بافتنی ، از تپه ای بر روی سورتمه برفی سرازیر می شوند ، سگی در کنار آن ها می دود
2141713971.jpg,زن و دختری که در سراشیبی با یک سورتمه سوار می شوند و سگی در کنار آن ها دویده است
2141713971.jpg,یک زن و یک دختر جوان در حالی که ایستاده بودند سوار بر یک تپه برفی می شوند
2141713971.jpg,یک زن و یک دختر با یک سورتمه سواری با تپه ایستاده ایستاده اند
2142232919.jpg,دو نفر سوار بر سورتمه سوار بر تپه ای برفی
2142232919.jpg,یک سگ سیاه یک توپ نارنجی را حمل می کند ، روی زمین پوشیده از برگ راه می رود
2142232919.jpg,یک سگ سیاه با یک اسباب بازی نارنجی در دهان خود در حال راه رفتن در برگ های پاییز است
2142232919.jpg,سگ سیاه با توپ نارنجی از طریق برگهای مرده به دوربین نزدیک می شود
2142232919.jpg,سگ سیاه با یک توپ نارنجی از میان برگ های قهوه ای عبور می کند
2142414731.jpg,یک توله سگ آزمایشگاهی سیاه در یک روز پاییزی با یک توپ نارنجی می دود
2142414731.jpg,پسری با لباس آبی در حال بازی روی زمین چوب با دختری با شلوار صورتی است
2142414731.jpg,دو کودک نوپا روی زمین مشغول بازی با کارت و تخته هستند
2142414731.jpg,دو کودک نوپا روی زمین مشغول بازی با کارت و تخته هستند
2142414731.jpg,کودکان کوچک بازی کارت خرید معاملات گوگل
2142631327.jpg,دو دختر و یک پسر در حال پریدن به داخل استخر
2142631327.jpg,زنی با بلوز قرمز با کودک بور کوچک جلوی تخته سیاه کوچک تاشو ایستاده است
2142631327.jpg,کودک نوپا با لباس آستین بلند به رنگ قرمز و خاکستری آماده است تا روی همه تخته سیاه چوبی علامت گذاری کند
2142631327.jpg,زنی با کت قرمز به پسر کوچکی با شلوار سبز کمک می کند تا یک تخته سه پایه را باز کند
2142631327.jpg,یک زن و یک کودک در کنار تابلوی تخته سه پایه ایستاده اند
2143439626.jpg,یک پسر سیاه پوست در حالی که گیتار می نوازد لبخند می زند
2143439626.jpg,کودکی که لباس قرمز و خاکستری به تن دارد جلوی تخته سیاه ایستاده است
2143439626.jpg,یک دختر کوچک با گچ ، روی تخته تخته نقاشی می کشد
2143439626.jpg,کودکی با ژاکت کشیدن در حال نقاشی روی تخته سیاه است
2143439626.jpg,پسر جوانی در حال نوشتن روی تخته سیاه است
2144050118.jpg,یک دختر با مارکر رنگ می کند
2144050118.jpg,دختر جوانی با قلم بینی خود به دوربین نگاه می کند
2144050118.jpg,دختری با چشمان گشاده یک نشانگر از بینی آویزان کرده است
2144050118.jpg,یک دختر بور با لباس قهوه ای با قلم سیاه بالای بینی
2144050118.jpg,یک دختر کوچک از قلم بینی خود خارج شده است
214417276.jpg,دختر جوانی که قلم سیاه در بینی اش نشسته است
214417276.jpg,زنی که لباس عروس به تن دارد ، دسته گلی از گلهای بنفش را در دست دارد و در حالی که جلوی ساختمان ایستاده بود در کنار مردی که یک کت سیاه و کت و شلوار پوشیده بود ایستاده
214417276.jpg,عروس زیبا در حالی که با مرد قدم می زند یک دسته گل بنفش را در دست دارد
214417276.jpg,زنی با لباس عروس با مردی دامن دار راه می رود
214417276.jpg,زنانی که لباس عروس دارند و با یک مرد سیاهپوش راه می روند
2144459403.jpg,عروس حامل گلهای بنفش
2144459403.jpg,برای آماده سازی یک وعده غذایی ، دو زن غذا را روی یک میز طولانی قرار می دهند
2144459403.jpg,دو زن مسن سفره ای با بشقاب و شیشه های شراب چیدند
2144459403.jpg,دو زن میز شام را مرتب می کنند
2144459403.jpg,دو زن مسن شام می گذارند
2144670301.jpg,پیرزن ها شام آماده می کنند
2144670301.jpg,زنی که لباس آبی پوشیده است ، دور مچ و سر خود را خز بسته و گردنبند چوبی مهره ای به تن دارد
2144670301.jpg,زنی با لباس آبی در حال رقص در مقابل جمعیت
2144670301.jpg,یک رقاص زن هولا برای جمعیت رقص می کند
2144670301.jpg,زنی با لباس آبی در حال رقصیدن است
2144678775.jpg,زنی با لباس آبی در حال رقص
2144678775.jpg,کودک بر روی نگه داشتن مداد رنگی به درستی برای رنگ آمیزی متمرکز است ، همانطور که دیگران در پس زمینه ادامه می دهند
2144678775.jpg,کودک خردسال پشت میز داخل رستوران نشسته و روی قلم کاغذی با قلم می نویسد
2144678775.jpg,یک کودک نوپای پسر با مداد رنگی سبز و یک رستوران با نور کم تصویر را رنگ می کند
2144678775.jpg,یک پسر جوان آسیایی هنگام نشستن پشت میز از مداد رنگی روی کاغذ استفاده می کند
2144846312.jpg,یک پسر جوان آسیایی با مداد رنگی رنگ می کند
2144846312.jpg,یک بزرگسال کودکی را که یک دستبند به تن دارد موقت می کند ، کودک غذا در اطراف دهان خود دارد
2144846312.jpg,نوزادی وجود دارد که لب هایش به رنگ نارنجی خیره شده و به دوربین خیره شده است
2144846312.jpg,کودک یک دستبند به دست دارد و در یک بزرگسال نشسته است
2144846312.jpg,پسر کوچکی با غذای کودک روی صورتش
2145008658.jpg,نوزادی که تمام دهانش غذا است
2145008658.jpg,یک مرد کچل با لباس های معمولی تجاری با چیزی که خارج از صفحه نمایش اتفاق می افتد سرگرم می شود - احتمالاً یک اجرای کمدی
2145008658.jpg,مردی با دستهای صلیب ایستاده و به چیزی دور از چشم لبخند می زند
2145008658.jpg,مردی با شلوار جین آبی در کنار افراد دیگر که به دیگری لبخند می زنند
2145008658.jpg,سه مرد با لباس غیر معمولی در حیاط لبخند می زنند
214501174.jpg,یک مرد آمریکایی آفریقایی تبار در حال لبخند زدن
214501174.jpg,یک سگ برای گرفتن توپ تنیس در یک زمین چمن از جا می پرد
214501174.jpg,یک سگ طلایی در تلاش برای گرفتن توپ در حال پریدن است
214501174.jpg,سگ در هوای بالای چمن است
214501174.jpg,سگ در هوا
214543992.jpg,سگ سیاه و سفید در حال تلاش برای گرفتن توپ در باغ است
214543992.jpg,سگ سیاه و سفید در تلاش برای گرفتن توپ در باغ است
214543992.jpg,یک سگ سیاه و سفید وقتی پرتاب می شود که توپ روی سرش پرتاب می شود
214543992.jpg,پریدن سگ به سمت بالا و توپ سفید کوچک در هوا از کنار آن عبور کرد
214543992.jpg,سگ به انتظار می افتد تا چیزی را که پرت شده است بگیرد از جا می پرد
214597976.jpg,یک سگ سیاه و سفید در حال بازی با یک توپ روی یک چمن است
214597976.jpg,مرد عینکی در حالی که مرد دیگری او را تماشا می کند باتری ساعت را تعویض می کند
214597976.jpg,یک مرد با کلاه بیس بال در حال تماشای یک مرد عینکی است که ساعت های خود را نقاشی می کند
214597976.jpg,یک مرد در حال کار بر روی ساعت مچی است در حالی که دیگری کار او را بررسی می کند
214597976.jpg,مردی که بیرون ساعت کار می کند در حالی که مرد دیگری تماشا می کند
2146316159.jpg,مردی در حال تعمیر ساعت در حالی که مرد دیگری مشاهده می کند
2146316159.jpg,خانمی با موهای بلند قهوه ای لبخندی به لبخند می زند در حالی که مردی عینک به لب دارد و آبجو در کنار او نگه داشته به پایین نگاه می کند
2146316159.jpg,دو پسر دور از دوربین ، یک دختر با لباس آبی به دوربین لبخند می زند ، یک پسر با نوشیدنی با ژاکت
2146316159.jpg,چندین نفر در یک مهمانی در حال نوشیدن و معاشرت هستند
2146316159.jpg,یک زن جوان و چند دوست در یک مهمانی
2146530566.jpg,مردی که آبجو دارد به آبجو نگاه می کند
2146530566.jpg,مردی در حالی که پشت میز با بشقابهای دیگر نشسته ، یک زن ، یک لیوان شراب و یک پرده تزئینی پشت سرش سالاد را بیرون می آورد
2146530566.jpg,مردی که پشت میز ناهار خوری نشسته و لباسی راه راه بر تن دارد ، در حال خوردن سالاد و نوشیدن یک لیوان شراب قرمز است
2146530566.jpg,مردی دستهایش را در ظرفی کنار میز شام می گذارد
2146530566.jpg,مردی کاسه نقره ای را در دست دارد
2147199188.jpg,مردان در یک مهمانی هستند که با هم آبجو می نوشند
2147199188.jpg,مردی با عینک ، پسر را وارونه در حیاط پر از سنگ نگه داشته است
2147199188.jpg,مردی پسر بچه جوانی را وارونه از بالای یک گودال آب نگه می دارد
2147199188.jpg,مردی پسران را وارونه در آغوش خود نگه داشته و بر روی سنگها ایستاده است
2147199188.jpg,مردی با یک پسر کوچک بازی می کند و او را زیر و رو می کند
2147266048.jpg,مردی پسری را برعکس برکه ای نگه دارد
2147266048.jpg,چندین نفر در فضای اداری با پنجره های بزرگ در کامپیوتر کار می کنند
2147266048.jpg,چندین نفر پشت کامپیوترها کار می کنند ، در یک اتاق بزرگ با پنجره های بزرگ
2147266048.jpg,مردم با پشتکار در رایانه های آنجا کار می کنند
2147266048.jpg,پنج نفر در رایانه های خود کار می کنند
2147623140.jpg,گروهی از مردان تلویزیون تماشا می کنند
2147623140.jpg,آتش نشانان بیرون از پنجره های شیشه ای ایستاده اند و با یکدیگر صحبت می کنند
2147623140.jpg,گروهی از سه آتش نشان در بیرون از ساختمان ایستاده و مشغول گفتگو هستند
2147623140.jpg,جنگنده های صنوبر در حال خدمت به نیازمندان هستند
2147623140.jpg,گروهی از آتش نشانان در خیابان جمع شده اند
214774826.jpg,چند مرد با لباسهای زرد رنگ که سخت در کار هستند
214774826.jpg,زنی با چمدان در امتداد خیابانی روبروی یک تبلیغ بزرگ قدم می زند
214774826.jpg,شخصی در حال قدم زدن از طریق فرودگاه ایتالیا است و چمدان های خود را به همراه خود می کشد
214774826.jpg,یک زن با تی شرت قرمز و سفید چمدان هایش را از جاده بالا می کشد
214774826.jpg,زنی در حال غلتیدن چمدان های خود به پایین پیاده رو آجری و نیمکت های قهوه ای است
2147870343.jpg,مردی با سگ قهوه ای و سفید خود نشسته است
2147870343.jpg,یک دختر در حال تزئین یک رویداد است و یک مرد در کنار او لبخند می زند ، و یک پوستر جزیره در فاصله دور
2147870343.jpg,زن و مردی در یک راهرو تزئینات خود را معلق می کنند
2147870343.jpg,زنی با لباس خواب و مردی که در یک راهرو لبخند می زند
2147870343.jpg,یک دختر و پسر در یک راهرو سرسبز لبخند می زنند
2147876139.jpg,زنان با لباس خواب آبی لبخند می زنند
2147876139.jpg,دو زن تلاش می کنند شمع های یک کیک چند رنگ و چند طبقه را منفجر کنند در حالی که زن سوم شمع را در هوا بالا نگه می دارد
2147876139.jpg,افرادی که به کیک تولد با شمع روشن نگاه می کنند سعی می کنند آن را منفجر کنند
2147876139.jpg,برخی از خانمها روی کیکی که از مارشمالو پیپز ساخته شده شمع می گذارند
2147876139.jpg,سه دختر شمع‌های کیکی را فوت می‌کنند
257588281.jpg,یک سگ قهوه ای در حالی که چوبی در دهانش است از میان آب رد می شود
257588281.jpg,یک سگ سیاه با یک چوب از طریق آب یک سگ قهوه ای را تعقیب می کند
257588281.jpg,دو سگ با چوب از میان آب می دوند
257588281.jpg,دو سگ که با چوب در آب بازی می کنند
257588281.jpg,دو سگ با چوب در آب بازی می کنند
2575887239.jpg,یک پسر با لباس زرد یک عمل متعادل سازی را روی یک زنجیره آموزش دیده نزدیک کانال انجام می دهد
2575887239.jpg,مردی با لباس زرد و شورت خاکی در حال تعادل روی یک زنجیره فلزی است
2575887239.jpg,مردی که لباس زرد پوشیده است خود را روی یک حلقه زنجیره برجسته متعادل می کند
2575887239.jpg,مردی که از بالای زنجیری بالای آب عبور می کند
2575887239.jpg,یک مرد در نزدیکی برکه قورباغه می پرد
2576878141.jpg,پسر بچه ای با بلوز آبی مشغول بازی روی یک اسباب بازی پلاستیکی قرمز رنگ است که به نظر می رسد سرسره است
2576878141.jpg,یک کودک نوپا با رنگ آبی روشن در بالای یک اسلاید پلاستیکی قرمز رنگ نشسته است
2576878141.jpg,کودک کوچکی که لباس های آبی روشن بر تن دارد روی یک سرسره قرمز نشسته است
2576878141.jpg,نوزادی با شلوار آبی روی یک سرسره قرمز نشسته است
2576878141.jpg,یک پسر بچه کوچک که روی سرسره نشسته است
257699783.jpg,مردی که برنزه است ، گله گاو خود را به پایین ساحل می برد
257699783.jpg,یک مرد سیاه پوست با کلاه ، با چند گاو نر در ساحل دریا قدم می زند
257699783.jpg,مردی که با یک گله گاو در ساحل قدم می زند
257699783.jpg,هدایا و مردی که از یک روز در ساحل لذت می برند
257699783.jpg,مرد گله گاو در ساحل
257713504.jpg,مردی که فقط شلوارک و کلاه اسکی به تن کرده است ، قایق قایق چوبی را روی بدن بزرگی از آب باز می زند
257713504.jpg,نر پوست تیره با قایق طولانی از یک انبوه آب عبور می کند
257713504.jpg,مرد بومی در یک قایق رانی در خلیج سبز آبی ماهیگیری می کند
257713504.jpg,یک ماهیگیر تنها قایق رانی خود را در امتداد یک ساحل دست و پا می زند
257713504.jpg,مردی با پوست تیره و قایق سواری در آب های عمیق
25772368.jpg,بیرون از خانه تاریک به نظر می رسید در حالی که در رستوران خالی بود ، پسر جوانی که لباس سیاه پوشیده بود در غرفه ای نشست و سازدهنی را نواخت
25772368.jpg,مردی که رو به دوربین است در غرفه ای در یک رستوران خالی سازدهنی بازی می کند
25772368.jpg,یک مرد در حالی که در یک رستوران نشسته در حال نواختن سازدهنی است
25772368.jpg,مردی در حال بازی سازدهنی در یک رستوران رو به روی شما است
25772368.jpg,مردی در غرفه نشسته و سازدهنی بازی می کند
2577341001.jpg,یک پسر با شلوارک کوتاه و خالی از سینه با خال کوبی ، سوراخ سوراخ نوک سینه و گردنبند فلزی یک دست را در سطح مفصل ران خود دارد و دست دیگرش به سمت بالا خم شده و بسیار نزدیک به چاقویی است که در دهان بازش است
2577341001.jpg,مردی با خال کوبی ها و سوراخ های بدن بسیار در یک اجرا در یک فستیوال بیرونی شمشیر را می بلعد
2577341001.jpg,یک مرد بلعنده شمشیر با سوراخ و خال کوبی در حالی که شمشیر را به گلویش می اندازد لبخند می زند
2577341001.jpg,مردی که با یک عمل بلعیدن شمشیر مخاطبان را سرگرم می کند
2577341001.jpg,مردی با خالکوبی و سوراخهای زیاد شمشیر را می بلعد
2577450794.jpg,یک مرد جوان ، که به نظر می رسد از یک کشور آمریکای مرکزی است ، در یک آشپزخانه فضای باز دیگ بزرگی از نوعی غذای نیمه مایع را در سایه تحریک می کند ، در حالی که یک دختربچه در پس زمینه با یک نفر دوچرخه صحبت می کند
2577450794.jpg,یک مرد جوان در یک کاسه با یک چوب بزرگ همزن غذا را مخلوط می کند
2577450794.jpg,مردی در یک کاسه بسیار بزرگ چیزی را مخلوط می کند
2577450794.jpg,کودکی با لباس سفید گلدان را به هم می زند
2577450794.jpg,پسری در یک محیط گرمسیری گلدان را به هم می زند
25774845.jpg,مردی با لباس راه راه چوگان راه راه گیتار را با چهار تماشاگر نزدیک نگه می دارد
25774845.jpg,مردی با لباس راه راه برای چند نفر که در اطراف او ایستاده اند گیتار می زند
25774845.jpg,مردی با چند نفر دیگر که در اطراف او ایستاده اند در حال نواختن گیتار است
25774845.jpg,گروهی هنگام نواختن گیتار ، وی را محاصره می کنند
25774845.jpg,مردم در اطراف نوازنده ای که گیتار می زند جمع می شوند
257765654.jpg,زنی با لباس قرمز و شلوار برنزه گل های قرمز و زرد را در سطلی روی شانه خود حمل می کند
257765654.jpg,زنی که لباس قرمز و شلوار خاکی به تن دارد ، گل حمل می کند
257765654.jpg,زنی که یک سطل گل دارد
257765654.jpg,زنی که یک گلدان گل دارد
257765654.jpg,زنی گل حمل می کند
2577736128.jpg,مردی با لباس آبی ، هدفون بسته و با تجهیزات صوتی کار می کند
2577736128.jpg,شخصی وجود دارد که با لباس آبی و هدفون از دستگاه ضبط صدا استفاده می کند
2577736128.jpg,مرد جوانی با لباس آبی از هدفون استفاده می کند و از یک میزگرد استفاده می کند
2577736128.jpg,مردی که لباس آبی به تن دارد یک دی جی است
2577736128.jpg,دی جی در حال کار با یک صفحه دوار
2577802195.jpg,افسر پلیس در حال قدم زدن در خیابان است و به نمایشگر پنجره نگاه می کند
2577802195.jpg,پلیس از پوستر یک زن زیبا منحرف می شود
2577802195.jpg,یک افسر پلیس که در کنار یک آگهی تبلیغاتی بزرگ زیبایی قدم می زند
2577802195.jpg,یک پلیس به پنجره تبلیغات نگاه می کند
2577802195.jpg,یک افسر پلیس از پنجره به هنر نگاه می کند
2577972703.jpg,دختری که بالای آن صورتی است در کنار سه چرخه قرمز ایستاده است و به نظر می رسد قصد دارد گریه کند
2577972703.jpg,دختری جوان با خاکی روی صورت و دوچرخه کودک قرمز در پس زمینه است
2577972703.jpg,دختری که چهره ای غمگین در برابر سه چرخه اش ایستاده است
2577972703.jpg,دختربچه ای با لباس صورتی در شرف گریه است
2577972703.jpg,دخترکی که گل روی صورتش است گریه می کند
2578003921.jpg,یک دوچرخه سوار لباس قرمز یک گوشه را در یک دنباله در جنگل دور می زند
2578003921.jpg,یک دوچرخه سوار کوهستانی با رنگ قرمز در جاده ای جنگلی سوار می شود
2578003921.jpg,شخصی از طریق مسیر جنگل با دوچرخه سواری می کند
2578003921.jpg,فرد قرمز رنگ روی دوچرخه است
2578003921.jpg,دوچرخه سواری که از میان جنگل رد می شود
2578395598.jpg,سگ سفید کوچکی به بیرون می دوید ، گوش هایشان به باد برگشت
2578395598.jpg,یک سگ سفید که از میان چمن ها می دود
2578395598.jpg,یک سگ سفید و یقه در حال دویدن است
2578395598.jpg,سگی در حال دویدن در پارک است
2578395598.jpg,یک سگ سفید کوچک در حال دویدن است
2578577049.jpg,خانمی که دست هایش را به سمت بالا دارد ، مقابل اقیانوس روی زمین نشسته است
2578577049.jpg,هنگامی که خورشید غروب می کند ، یک زن در خارج از اقیانوس است
2578577049.jpg,یک زن در ساحل رو به دریا یوگا می کند
2578577049.jpg,بانو که از آفتاب لذت می برد و روی شن ها نشسته است
2578577049.jpg,زنی زیر خلیج استحمام می کند
2578834476.jpg,شخصی با دوچرخه کوهستان خود از تپه ای شیب دار در جنگل پایین می رود
2578834476.jpg,فردی با کلاه ایمنی در حال دوچرخه سواری در چمن و خاک است
2578834476.jpg,مرد با دوچرخه خود را پایین تپه مسابقه می دهد
2578834476.jpg,یک دوچرخه سوار خاکی از یک تپه خاکی پایین می رود
